site_id,postcode,state,timezone_id
939988702,5127,SA,Australia/Adelaide
950327612,5076,SA,Australia/Adelaide
950947360,5115,SA,Australia/Adelaide
954677442,5068,SA,Australia/Adelaide
958518404,5063,SA,Australia/Adelaide
962888980,5082,SA,Australia/Adelaide
976871793,5291,SA,Australia/Adelaide
978187323,5074,SA,Australia/Adelaide
987524506,5097,SA,Australia/Adelaide
992204849,5044,SA,Australia/Adelaide
995635763,5211,SA,Australia/Adelaide
1005189824,5162,SA,Australia/Adelaide
1010417080,5096,SA,Australia/Adelaide
1012666964,5159,SA,Australia/Adelaide
1027818795,5090,SA,Australia/Adelaide
1028253487,5214,SA,Australia/Adelaide
1029730840,5020,SA,Australia/Adelaide
1050275323,5460,SA,Australia/Adelaide
1077617649,5332,SA,Australia/Adelaide
1086543755,5018,SA,Australia/Adelaide
1097572696,5072,SA,Australia/Adelaide
1111496764,5173,SA,Australia/Adelaide
1130220291,5159,SA,Australia/Adelaide
1130559973,5011,SA,Australia/Adelaide
1132446944,5112,SA,Australia/Adelaide
1134082936,5064,SA,Australia/Adelaide
1148719107,5082,SA,Australia/Adelaide
1163092340,5073,SA,Australia/Adelaide
1164724401,5052,SA,Australia/Adelaide
1167071583,5008,SA,Australia/Adelaide
1169563390,5159,SA,Australia/Adelaide
1169923802,5211,SA,Australia/Adelaide
1175990088,5116,SA,Australia/Adelaide
1184296527,5096,SA,Australia/Adelaide
1185448107,5042,SA,Australia/Adelaide
1185785477,5204,SA,Australia/Adelaide
1189133974,5007,SA,Australia/Adelaide
1192912280,5091,SA,Australia/Adelaide
1196340262,5252,SA,Australia/Adelaide
1200997109,5066,SA,Australia/Adelaide
1206950552,5087,SA,Australia/Adelaide
1215424382,5251,SA,Australia/Adelaide
1217881361,5016,SA,Australia/Adelaide
1224645445,5575,SA,Australia/Adelaide
1225454453,5092,SA,Australia/Adelaide
1227247966,5112,SA,Australia/Adelaide
1243434392,5065,SA,Australia/Adelaide
1249539701,5501,SA,Australia/Adelaide
1249890026,5162,SA,Australia/Adelaide
1251822345,5290,SA,Australia/Adelaide
1252747947,5000,SA,Australia/Adelaide
1252759540,5097,SA,Australia/Adelaide
1264703125,5072,SA,Australia/Adelaide
1270295602,5212,SA,Australia/Adelaide
1271267586,5096,SA,Australia/Adelaide
1273635911,5109,SA,Australia/Adelaide
1291940731,5038,SA,Australia/Adelaide
1293524564,5271,SA,Australia/Adelaide
1298995772,5113,SA,Australia/Adelaide
1313494150,5540,SA,Australia/Adelaide
1318069509,5290,SA,Australia/Adelaide
1320170908,5098,SA,Australia/Adelaide
1323291603,5093,SA,Australia/Adelaide
1324411399,5083,SA,Australia/Adelaide
1327055432,5204,SA,Australia/Adelaide
1327996495,5092,SA,Australia/Adelaide
1337249340,5000,SA,Australia/Adelaide
1346996686,5162,SA,Australia/Adelaide
1356975168,5608,SA,Australia/Adelaide
1363207176,5355,SA,Australia/Adelaide
1365256601,5556,SA,Australia/Adelaide
1369128460,5121,SA,Australia/Adelaide
1374242508,5558,SA,Australia/Adelaide
1387827782,5558,SA,Australia/Adelaide
1397470404,5009,SA,Australia/Adelaide
1400820455,5211,SA,Australia/Adelaide
1408826188,5173,SA,Australia/Adelaide
1411751068,5092,SA,Australia/Adelaide
1414691501,5061,SA,Australia/Adelaide
1418391664,5602,SA,Australia/Adelaide
1419905798,5112,SA,Australia/Adelaide
1446597837,5093,SA,Australia/Adelaide
1451717697,5127,SA,Australia/Adelaide
1454114623,5453,SA,Australia/Adelaide
1454434019,5127,SA,Australia/Adelaide
1454926465,5063,SA,Australia/Adelaide
1463187225,5162,SA,Australia/Adelaide
1474118358,5109,SA,Australia/Adelaide
1483522124,5037,SA,Australia/Adelaide
1484619406,5540,SA,Australia/Adelaide
1497506882,5540,SA,Australia/Adelaide
1499926477,5211,SA,Australia/Adelaide
1500910872,5163,SA,Australia/Adelaide
1502727426,5371,SA,Australia/Adelaide
1514791550,5016,SA,Australia/Adelaide
1516536843,5067,SA,Australia/Adelaide
1521475970,5081,SA,Australia/Adelaide
1521564156,5022,SA,Australia/Adelaide
1525387851,5068,SA,Australia/Adelaide
1538714804,5351,SA,Australia/Adelaide
1539507508,5019,SA,Australia/Adelaide
1547229978,5163,SA,Australia/Adelaide
1548941050,5211,SA,Australia/Adelaide
1551666503,5061,SA,Australia/Adelaide
1553242672,5351,SA,Australia/Adelaide
1558307131,5116,SA,Australia/Adelaide
1565810752,5540,SA,Australia/Adelaide
1567487190,5238,SA,Australia/Adelaide
1569243606,5083,SA,Australia/Adelaide
1569736052,5351,SA,Australia/Adelaide
1571258784,5113,SA,Australia/Adelaide
1571751246,5015,SA,Australia/Adelaide
1572803638,5097,SA,Australia/Adelaide
1583247259,5049,SA,Australia/Adelaide
1583653402,5113,SA,Australia/Adelaide
1590337451,5014,SA,Australia/Adelaide
1595242429,5043,SA,Australia/Adelaide
1595315546,5607,SA,Australia/Adelaide
1609194808,5067,SA,Australia/Adelaide
1611644818,5092,SA,Australia/Adelaide
1613858439,5070,SA,Australia/Adelaide
1621789989,5168,SA,Australia/Adelaide
1624213803,5064,SA,Australia/Adelaide
1625003089,5608,SA,Australia/Adelaide
1627343554,5152,SA,Australia/Adelaide
1630196247,5083,SA,Australia/Adelaide
1633257981,5290,SA,Australia/Adelaide
1635132029,5012,SA,Australia/Adelaide
1640372843,5011,SA,Australia/Adelaide
1641082550,5162,SA,Australia/Adelaide
1643671620,5259,SA,Australia/Adelaide
1648456686,5125,SA,Australia/Adelaide
1657910859,5169,SA,Australia/Adelaide
1664180057,5290,SA,Australia/Adelaide
1668367852,5108,SA,Australia/Adelaide
1668983789,5018,SA,Australia/Adelaide
1672659944,5576,SA,Australia/Adelaide
1673682930,5023,SA,Australia/Adelaide
1693195704,5112,SA,Australia/Adelaide
1699744227,5073,SA,Australia/Adelaide
1705170604,5092,SA,Australia/Adelaide
1705386467,5540,SA,Australia/Adelaide
1714324166,5554,SA,Australia/Adelaide
1717096392,5109,SA,Australia/Adelaide
1718909087,5109,SA,Australia/Adelaide
1719359203,5021,SA,Australia/Adelaide
1720733000,5351,SA,Australia/Adelaide
1720739767,5168,SA,Australia/Adelaide
1721939572,5061,SA,Australia/Adelaide
1722985713,5042,SA,Australia/Adelaide
1730802122,5540,SA,Australia/Adelaide
1752008353,5291,SA,Australia/Adelaide
1764368667,5010,SA,Australia/Adelaide
1770092381,5580,SA,Australia/Adelaide
1773952615,5075,SA,Australia/Adelaide
1773957346,5096,SA,Australia/Adelaide
1778472015,5073,SA,Australia/Adelaide
1781559829,5108,SA,Australia/Adelaide
1790974090,5037,SA,Australia/Adelaide
1791189524,5126,SA,Australia/Adelaide
1793599361,5069,SA,Australia/Adelaide
1795912709,5116,SA,Australia/Adelaide
1803742652,5018,SA,Australia/Adelaide
1805494708,5097,SA,Australia/Adelaide
1805743893,5235,SA,Australia/Adelaide
1806186595,5223,SA,Australia/Adelaide
1813534190,5108,SA,Australia/Adelaide
1823028986,5037,SA,Australia/Adelaide
1823719890,5127,SA,Australia/Adelaide
1827056478,5108,SA,Australia/Adelaide
1835291537,5067,SA,Australia/Adelaide
1849965806,5251,SA,Australia/Adelaide
1876760166,5291,SA,Australia/Adelaide
1878059770,5114,SA,Australia/Adelaide
1881078334,5118,SA,Australia/Adelaide
1884562286,5092,SA,Australia/Adelaide
1887666321,5253,SA,Australia/Adelaide
1889352968,5540,SA,Australia/Adelaide
1897900340,5351,SA,Australia/Adelaide
1913688150,5540,SA,Australia/Adelaide
1914541121,5163,SA,Australia/Adelaide
1915677454,5159,SA,Australia/Adelaide
1919113627,5022,SA,Australia/Adelaide
1930056373,5290,SA,Australia/Adelaide
1938865317,5052,SA,Australia/Adelaide
1944766371,5042,SA,Australia/Adelaide
1949437590,5159,SA,Australia/Adelaide
1950496285,5051,SA,Australia/Adelaide
1952702668,5255,SA,Australia/Adelaide
1954512660,5043,SA,Australia/Adelaide
1956616043,5098,SA,Australia/Adelaide
1958751161,5061,SA,Australia/Adelaide
1978821901,5211,SA,Australia/Adelaide
1984183222,5108,SA,Australia/Adelaide
1985663444,5417,SA,Australia/Adelaide
1995199669,5062,SA,Australia/Adelaide
2004273156,5374,SA,Australia/Adelaide
2013114535,5540,SA,Australia/Adelaide
2018691808,5608,SA,Australia/Adelaide
2018745735,5203,SA,Australia/Adelaide
2019417461,5213,SA,Australia/Adelaide
2026791597,5021,SA,Australia/Adelaide
2041169551,5061,SA,Australia/Adelaide
2042306297,5038,SA,Australia/Adelaide
2046074886,5096,SA,Australia/Adelaide
2049570427,5291,SA,Australia/Adelaide
2055115232,5162,SA,Australia/Adelaide
2065140600,5043,SA,Australia/Adelaide
2069274571,5114,SA,Australia/Adelaide
2075157564,5255,SA,Australia/Adelaide
2082210271,5540,SA,Australia/Adelaide
2088538587,5032,SA,Australia/Adelaide
2089468114,5034,SA,Australia/Adelaide
2096255223,5161,SA,Australia/Adelaide
2111233669,5022,SA,Australia/Adelaide
2113131255,5251,SA,Australia/Adelaide
2115306835,5453,SA,Australia/Adelaide
2117632346,5158,SA,Australia/Adelaide
2128645443,5280,SA,Australia/Adelaide
2133691567,5065,SA,Australia/Adelaide
2143522751,5606,SA,Australia/Adelaide
184475792,7321,TAS,Australia/Hobart
554728390,7300,TAS,Australia/Hobart
778843496,7467,TAS,Australia/Hobart
969129692,7300,TAS,Australia/Hobart
1684530231,7190,TAS,Australia/Hobart
76063941,3870,VIC,Australia/Melbourne
84422484,3109,VIC,Australia/Melbourne
88916369,3756,VIC,Australia/Melbourne
90656844,3640,VIC,Australia/Melbourne
104289536,3340,VIC,Australia/Melbourne
179391177,3875,VIC,Australia/Melbourne
182391262,3823,VIC,Australia/Melbourne
190227444,3551,VIC,Australia/Melbourne
234019608,3685,VIC,Australia/Melbourne
245940482,3904,VIC,Australia/Melbourne
280177824,3128,VIC,Australia/Melbourne
303012131,3804,VIC,Australia/Melbourne
307897818,3429,VIC,Australia/Melbourne
325961161,3039,VIC,Australia/Melbourne
344603139,3072,VIC,Australia/Melbourne
374724335,3465,VIC,Australia/Melbourne
406665459,3860,VIC,Australia/Melbourne
468419367,3130,VIC,Australia/Melbourne
522334612,3966,VIC,Australia/Melbourne
550626679,3854,VIC,Australia/Melbourne
564031330,3636,VIC,Australia/Melbourne
622019316,3451,VIC,Australia/Melbourne
622453512,3207,VIC,Australia/Melbourne
639611384,3178,VIC,Australia/Melbourne
671875973,3139,VIC,Australia/Melbourne
724382291,3029,VIC,Australia/Melbourne
730844581,3429,VIC,Australia/Melbourne
731307124,3953,VIC,Australia/Melbourne
735688331,3338,VIC,Australia/Melbourne
763020844,3186,VIC,Australia/Hobart
784466929,3350,VIC,Australia/Melbourne
799535416,3140,VIC,Australia/Melbourne
829760654,3451,VIC,Australia/Melbourne
895252463,3806,VIC,Australia/Melbourne
922780999,3116,VIC,Australia/Melbourne
938532304,3012,VIC,Australia/Melbourne
967272122,3550,VIC,Australia/Melbourne
967417084,3192,VIC,Australia/Melbourne
1016825487,3024,VIC,Australia/Melbourne
1021685091,3144,VIC,Australia/Melbourne
1030061943,3960,VIC,Australia/Melbourne
1030481676,3796,VIC,Australia/Melbourne
1030670998,3373,VIC,Australia/Melbourne
1053878734,3808,VIC,Australia/Melbourne
1111661664,3032,VIC,Australia/Melbourne
1121550038,3135,VIC,Australia/Melbourne
1122736936,3429,VIC,Australia/Melbourne
1146431718,3844,VIC,Australia/Melbourne
1161698829,3429,VIC,Australia/Melbourne
1163561765,3135,VIC,Australia/Melbourne
1191999589,3875,VIC,Australia/Melbourne
1261535772,3977,VIC,Australia/Melbourne
1265518510,3862,VIC,Australia/Melbourne
1268174477,3228,VIC,Australia/Melbourne
1291436144,3844,VIC,Australia/Melbourne
1298009313,3807,VIC,Australia/Melbourne
1334120534,3064,VIC,Australia/Melbourne
1354091278,3844,VIC,Australia/Melbourne
1359535458,3180,VIC,Australia/Melbourne
1362222781,3831,VIC,Australia/Melbourne
1427739964,3875,VIC,Australia/Melbourne
1479321251,3465,VIC,Australia/Melbourne
1483947664,3130,VIC,Australia/Melbourne
1502555054,3820,VIC,Australia/Melbourne
1546706078,3631,VIC,Australia/Melbourne
1549719741,3191,VIC,Australia/Melbourne
1566352425,3128,VIC,Australia/Melbourne
1581399732,3350,VIC,Australia/Melbourne
1587499705,3795,VIC,Australia/Melbourne
1662328714,3795,VIC,Australia/Melbourne
1663599757,3029,VIC,Australia/Melbourne
1710301060,3338,VIC,Australia/Melbourne
1746875012,3015,VIC,Australia/Melbourne
1776617362,3465,VIC,Australia/Melbourne
1797355940,3465,VIC,Australia/Melbourne
1810516818,3658,VIC,Australia/Melbourne
1813086106,3882,VIC,Australia/Melbourne
1824558384,3851,VIC,Australia/Melbourne
1839157145,3929,VIC,Australia/Melbourne
1872020025,3429,VIC,Australia/Melbourne
1920574210,3081,VIC,Australia/Melbourne
1987399172,3199,VIC,Australia/Melbourne
1991689216,3136,VIC,Australia/Melbourne
2031340415,3818,VIC,Australia/Melbourne
2040823598,3831,VIC,Australia/Melbourne
2049940494,3124,VIC,Australia/Melbourne
2066644438,3984,VIC,Australia/Melbourne
2094972963,3871,VIC,Australia/Melbourne
2147280243,3103,VIC,Australia/Hobart
193239557,6027,WA,Australia/Perth
278272062,6232,WA,Australia/Perth
372121644,6062,WA,Australia/Perth
471000165,6218,WA,Australia/Perth
519780331,6230,WA,Australia/Perth
801471097,6232,WA,Australia/Perth
893990872,6102,WA,Australia/Perth
1096749741,6210,WA,Australia/Perth
1312583523,6064,WA,Australia/Perth
1439680213,6164,WA,Australia/Perth
1442391106,6432,WA,Australia/Perth
1494064458,6010,WA,Australia/Perth
1617518266,6073,WA,Australia/Perth
2104193040,6208,WA,Australia/Perth
